account_id,account_name,arr,contract_end_date,plan_tier,industry,csm_name,region,days_to_renewal,renewing_in_window,api_calls_last_month,api_calls_avg,active_users_last_month,active_users_avg,content_created_last_month,workflows_last_month,api_calls_trend_pct,active_users_trend_pct,content_trend_pct,workflows_trend_pct,api_calls_6m_change_pct,active_users_6m_change_pct,sdk_version,sdk_deprecated,ticket_count,p1_p2_count,open_escalated_count,avg_resolution_hours,recent_ticket_count,ticket_trend,has_blocking_issue,has_recurring_issue,nps_score,nps_verbatim,nps_contradiction,has_nps_contradiction,verbatim_language,has_nps,has_tickets,has_usage,signal_count
1084,Wildfire Creative,1649000,2027-02-28,Enterprise,Healthcare,David Kim,APAC,319,False,200351,206338.83333333334,97,87.0,1056,281,4.45,2.56,-1.2,5.38,17.49,18.29,v4.3.0,False,3,1,1,11.5,2,increasing,True,True,10.0,Transformed how our team publishes content. Love it.,,False,en,True,True,True,3
1085,Anchor Point Financial,330000,2026-12-03,Scale,Manufacturing,David Kim,NA-West,232,False,102987,86980.5,41,36.0,633,134,4.13,1.9,1.0,5.92,38.67,28.12,v4.2.3,False,1,0,0,2.9,0,decreasing,False,True,,,,,,False,True,True,2
1086,Starboard Ventures,431000,2026-08-23,Scale,Retail,Carlos Mendez,EMEA,130,False,94423,87557.83333333333,38,35.666666666666664,562,96,1.92,2.08,6.75,3.1,6.05,22.58,v4.3.0,False,3,1,0,10.9,2,increasing,True,False,7.0,Would recommend to anyone in our industry.,,False,en,True,True,True,3
1087,Quicksilver Payments,368000,2026-08-25,Scale,Healthcare,Priya Sharma,NA-West,132,False,81496,81209.0,35,35.166666666666664,464,85,1.69,0.24,0.26,-1.07,14.31,0.0,v4.1.0,False,3,1,0,17.6,0,decreasing,False,True,8.0,Transformed how our team publishes content. Love it.,,False,en,True,True,True,3
1088,Hearthstone Properties,1955000,2026-10-01,Enterprise,Media & Publishing,James Okafor,APAC,169,False,230283,216337.5,96,83.16666666666667,1124,232,3.76,5.39,4.76,-0.52,6.9,41.18,v4.2.3,False,3,1,0,7.3,2,increasing,False,False,9.0,Great developer experience and the support team is phenomenal.,,False,en,True,True,True,3
1089,Thunderpeak Mining,1194000,2027-03-10,Enterprise,Travel & Hospitality,Sarah Chen,NA-West,329,False,220900,217779.83333333334,75,80.66666666666667,1454,291,0.72,0.28,5.16,3.19,7.56,-9.64,v4.1.0,False,1,0,0,19.4,1,increasing,False,True,9.0,Would recommend to anyone in our industry.,,False,en,True,True,True,3
1090,Bluebell Organics,1317000,2026-07-25,Enterprise,Government,Anna Kowalski,APAC,101,False,233389,216903.0,83,85.0,1598,229,3.66,1.75,3.47,1.02,24.83,1.22,v4.1.0,False,1,0,0,13.5,0,decreasing,True,False,9.0,,,False,empty,True,True,True,3
1091,Cascadia Tech,38000,2026-12-14,Starter,Travel & Hospitality,Anna Kowalski,LATAM,243,False,5997,5480.5,3,2.6666666666666665,45,6,2.91,2.14,-0.8,8.57,7.84,0.0,v4.1.0,False,3,0,2,9.3,1,decreasing,True,True,7.0,,,False,empty,True,True,True,3
1092,Silverthorn Consulting,178000,2026-11-04,Growth,Retail,Anna Kowalski,APAC,203,False,31353,27102.666666666668,14,12.166666666666666,242,32,5.13,1.17,4.1,2.31,42.34,16.67,v4.1.0,False,0,0,0,,0,none,False,False,8.0,We evaluated 5 CMS platforms. Contentstack won easily.,,False,en,True,False,True,2
1093,Redstone Engineering,40000,2027-01-03,Starter,Travel & Hospitality,Priya Sharma,APAC,263,False,6182,5391.166666666667,3,2.6666666666666665,47,5,3.57,6.43,-0.91,1.77,33.75,50.0,v4.3.0,False,3,1,0,14.2,1,decreasing,False,False,6.0,We evaluated 5 CMS platforms. Contentstack won easily.,,False,en,True,True,True,3
1094,Cloudbreak Surf Co,190000,2026-07-28,Growth,Travel & Hospitality,Sarah Chen,NA-East,104,False,30422,26946.166666666668,13,12.5,238,29,2.23,-1.14,1.58,-2.99,25.32,0.0,v4.1.0,False,3,1,0,6.4,1,decreasing,False,False,,,,,,False,True,True,2
1095,Copperfield Education,785000,2027-03-08,Enterprise,Healthcare,Sarah Chen,EMEA,327,False,222966,207646.16666666666,98,83.5,1597,331,3.98,6.54,1.35,5.65,11.74,27.27,v4.1.0,False,0,0,0,,0,none,False,False,8.0,,,False,empty,True,False,True,2
1096,Everest Data,1187000,2026-10-31,Enterprise,Education,Raj Patel,EMEA,199,False,208200,216251.0,87,90.83333333333333,1257,305,0.34,2.42,4.47,2.29,1.7,12.99,v4.3.0,False,2,0,1,13.4,2,increasing,False,True,2.0,,,False,empty,True,True,True,3
1097,Icefall Analytics,1084000,2027-02-15,Enterprise,Retail,James Okafor,APAC,306,False,254208,215411.0,99,84.16666666666667,1270,234,4.36,2.55,-0.44,-0.65,21.63,17.86,v4.3.0,False,0,0,0,,0,none,False,False,,,,,,False,False,True,1
1098,Magnolia Health Systems,18000,2027-01-10,Starter,Media & Publishing,James Okafor,NA-East,270,False,6073,5432.833333333333,3,2.8333333333333335,59,6,5.72,-1.01,2.15,5.36,37.93,0.0,v4.2.3,False,0,0,0,,0,none,False,False,,,,,,False,False,True,1
1099,Oakridge Retail,31000,2026-10-25,Starter,E-commerce,Priya Sharma,NA-West,193,False,5119,5124.833333333333,2,2.6666666666666665,47,5,1.94,-0.0,-0.81,7.35,9.12,0.0,v4.1.0,False,3,1,1,11.5,2,increasing,True,True,10.0,We evaluated 5 CMS platforms. Contentstack won easily.,,False,en,True,True,True,3
1100,Seabreeze Hospitality,174000,2026-09-11,Growth,Government,Carlos Mendez,APAC,149,False,28112,26682.0,13,12.0,212,31,3.24,-0.48,2.01,-0.58,11.01,0.0,v4.2.3,False,1,0,0,7.9,0,decreasing,False,False,7.0,Great developer experience and the support team is phenomenal.,,False,en,True,True,True,3
1101,Blackthorn Security,393000,2026-10-08,Scale,Government,James Okafor,NA-West,176,False,80756,82937.5,40,37.666666666666664,436,108,0.86,3.79,-3.12,4.21,2.62,29.03,v4.3.0,False,0,0,0,,0,none,False,False,5.0,Best headless CMS on the market. Period.,,False,en,True,False,True,2
1102,Goldrush Fintech,257000,2026-07-28,Scale,Retail,Anna Kowalski,APAC,104,False,85148,84442.5,44,36.5,649,106,2.03,4.15,8.16,-0.23,-2.93,29.41,v4.3.0,False,2,0,0,12.4,2,increasing,True,False,8.0,We evaluated 5 CMS platforms. Contentstack won easily.,,False,en,True,True,True,3
1103,Moonrise Studios,70000,2026-11-16,Growth,Financial Services,Emily Watson,LATAM,215,False,26452,25444.0,15,13.166666666666666,266,41,3.68,2.39,1.13,4.87,18.46,15.38,v4.3.0,False,1,1,0,10.6,0,decreasing,False,False,6.0,,,False,empty,True,True,True,3
1104,Timberwolf Logistics,18000,2027-01-08,Starter,Manufacturing,Anna Kowalski,EMEA,268,False,5978,5277.833333333333,2,2.3333333333333335,63,6,2.74,4.9,3.89,4.14,20.99,0.0,v4.3.0,False,1,1,0,5.3,0,decreasing,True,False,8.0,Would recommend to anyone in our industry.,,False,en,True,True,True,3
1105,Ferndale Publishing,48000,2027-01-05,Starter,E-commerce,Anna Kowalski,APAC,265,False,5980,5438.166666666667,3,2.6666666666666665,49,6,4.18,4.29,0.84,6.5,20.95,0.0,v4.2.3,False,0,0,0,,0,none,False,False,10.0,Would recommend to anyone in our industry.,,False,en,True,False,True,2
1106,Stonebridge Capital,43000,2027-01-16,Starter,Education,Priya Sharma,APAC,276,False,6025,4946.333333333333,3,2.6666666666666665,64,4,4.97,4.29,4.43,0.59,35.39,50.0,v4.2.3,False,2,0,0,8.2,0,decreasing,False,True,,,,,,False,True,True,2
1107,Ravenswood Media,187000,2026-11-30,Growth,Government,David Kim,APAC,229,False,28207,26457.5,12,12.0,189,35,3.77,-1.9,-0.03,-0.62,19.12,-7.69,v4.3.0,False,2,0,0,14.1,1,stable,True,False,10.0,Best headless CMS on the market. Period.,,False,en,True,True,True,3
1108,Clearwater Systems,1743000,2026-11-29,Enterprise,SaaS / Technology,Carlos Mendez,NA-East,228,False,245546,214765.66666666666,85,83.0,1354,268,4.39,4.13,4.96,2.16,17.11,21.43,v4.1.0,False,1,0,0,10.2,0,decreasing,False,True,7.0,We evaluated 5 CMS platforms. Contentstack won easily.,,False,en,True,True,True,3
1109,Pinehurst Golf Tech,436000,2026-11-16,Scale,Education,Anna Kowalski,EMEA,215,False,79484,86910.83333333333,40,36.166666666666664,478,126,-0.74,3.08,-3.77,6.53,-9.6,5.26,v4.1.0,False,2,1,1,5.8,2,increasing,True,True,2.0,Transformed how our team publishes content. Love it.,Score=2 contradicts positive verbatim,True,en,True,True,True,3
1110,Dewdrop Organic Foods,47000,2026-12-28,Starter,Healthcare,David Kim,NA-West,257,False,4652,5120.666666666667,3,2.3333333333333335,55,4,-1.17,9.8,2.21,-1.77,-10.93,50.0,v4.3.0,False,1,1,0,23.9,1,increasing,False,False,10.0,Great developer experience and the support team is phenomenal.,,False,en,True,True,True,3
1111,Firestorm Marketing,335000,2027-01-05,Scale,Retail,Emily Watson,LATAM,265,False,79295,85350.33333333333,42,36.833333333333336,627,117,2.89,5.2,1.33,4.64,12.38,31.25,v4.2.3,False,2,0,0,20.6,0,decreasing,False,True,6.0,We evaluated 5 CMS platforms. Contentstack won easily.,,False,en,True,True,True,3
1112,Stargazer Telescopes,49000,2026-10-20,Starter,Financial Services,Carlos Mendez,APAC,188,False,4936,5091.0,3,2.6666666666666665,54,4,1.31,8.57,-1.25,4.14,-7.04,50.0,v4.3.0,False,3,0,1,17.3,2,increasing,False,False,,,,,,False,True,True,2
1113,Whitewater Adventures,1664000,2026-11-15,Enterprise,Education,David Kim,APAC,214,False,227183,213249.0,86,85.0,1362,240,4.0,-1.08,0.07,1.82,7.96,-5.49,v4.1.0,False,0,0,0,,0,none,False,False,8.0,Best headless CMS on the market. Period.,,False,en,True,False,True,2
1114,Rosewood Hotels,21000,2026-12-12,Starter,Media & Publishing,Anna Kowalski,NA-West,241,False,4917,5301.833333333333,3,2.6666666666666665,56,4,-2.95,-2.14,0.84,-2.96,-13.51,0.0,v4.3.0,False,3,1,0,12.4,1,decreasing,True,True,8.0,Would recommend to anyone in our industry.,,False,en,True,True,True,3
1115,Sapwood Furniture Co,393000,2027-03-14,Scale,Manufacturing,Raj Patel,APAC,333,False,93162,86697.0,44,35.666666666666664,671,128,2.3,5.45,3.97,1.35,17.28,37.5,v4.1.0,False,0,0,0,,0,none,False,False,9.0,We evaluated 5 CMS platforms. Contentstack won easily.,,False,en,True,False,True,2
1116,Thunderhead Cloud,384000,2027-03-04,Scale,Retail,Emily Watson,EMEA,323,False,88895,79569.83333333333,37,36.5,559,115,3.45,0.23,2.6,2.3,22.8,12.12,v4.2.3,False,3,0,0,11.7,1,decreasing,True,False,6.0,Best headless CMS on the market. Period.,,False,en,True,True,True,3
1117,Marshland Conservation,82000,2026-10-21,Growth,SaaS / Technology,James Okafor,LATAM,189,False,28908,26238.333333333332,14,12.166666666666666,217,28,3.85,6.81,1.43,1.93,9.07,27.27,v4.2.3,False,0,0,0,,0,none,False,False,8.0,We evaluated 5 CMS platforms. Contentstack won easily.,,False,en,True,False,True,2
1118,Ridgeline Software,100000,2026-11-02,Growth,Education,Emily Watson,LATAM,201,False,24014,26782.166666666668,12,11.833333333333334,241,33,0.4,2.66,4.73,4.81,-3.26,9.09,v4.2.3,False,1,0,0,11.1,0,decreasing,False,False,7.0,Great developer experience and the support team is phenomenal.,,False,en,True,True,True,3
1119,Sunstone Energy,253000,2026-10-22,Scale,Retail,Carlos Mendez,EMEA,190,False,101429,89253.66666666667,42,36.5,460,113,4.39,4.31,-0.06,0.66,30.52,27.27,v4.3.0,False,3,1,1,11.6,1,decreasing,True,False,2.0,Best headless CMS on the market. Period.,Score=2 contradicts positive verbatim,True,en,True,True,True,3
